"PROIZVODI/STORITVE","2012 Na potovanjih v Sloveniji Vrsta obiskovalcev - Skupaj","2014 Na potovanjih v Sloveniji Vrsta obiskovalcev - Skupaj","2015 Na potovanjih v Sloveniji Vrsta obiskovalcev - Skupaj","2017 Na potovanjih v Sloveniji Vrsta obiskovalcev - Skupaj","2019 Na potovanjih v Sloveniji Vrsta obiskovalcev - Skupaj","2020 Na potovanjih v Sloveniji Vrsta obiskovalcev - Skupaj"
"Proizvodi/storitve - SKUPAJ",809.0,813.5,832.8,969.6,1016.0,1231.8
