"Izdatki domaèih prebivalcev za turistièno potrošnjo v tujini (izhodna turistièna potrošnja), mio EUR, Slovenija, veèletno"

"PROIZVODI/STORITVE","2012 Vrsta obiskovalcev - SKUPAJ","2014 Vrsta obiskovalcev - SKUPAJ","2015 Vrsta obiskovalcev - SKUPAJ","2017 Vrsta obiskovalcev - SKUPAJ","2019 Vrsta obiskovalcev - SKUPAJ","2020 Vrsta obiskovalcev - SKUPAJ"
"Proizvodi/storitve - SKUPAJ",905.9,923.0,1020.0,1085.3,1269.4,480.1
