"PROIZVODI/STORITVE","2012 Vrsta obiskovalcev - SKUPAJ","2014 Vrsta obiskovalcev - SKUPAJ","2015 Vrsta obiskovalcev - SKUPAJ","2017 Vrsta obiskovalcev - SKUPAJ","2019 Vrsta obiskovalcev - SKUPAJ","2020 Vrsta obiskovalcev - SKUPAJ"
"Proizvodi/storitve - SKUPAJ",2343.3,2407.9,2461.0,2946.6,3377.0,1505.7
